Line,ProductDescription,DateTime_Out,Feed,OutputGood,Scrap,Error_Count,Sum_Duration,Avg_Staff
1,PenMix 30 (CCH),2018-01-16 11:00:00,9916,9882,34,55,168,2
1,PenMix 30 (CCH),2018-01-16 12:00:00,2691,3168,-477,58,388,2
1,Protaphan (CCH),2018-01-16 13:00:00,1690,1080,610,47,712,2
1,Protaphan (CCH),2018-01-16 14:00:00,5680,5454,226,52,1082,2
1,Protaphan (CCH),2018-01-16 15:00:00,4664,4482,182,60,734,2
1,Protaphan (CCH),2018-01-16 16:00:00,1670,2196,-526,47,206,2
1,Liraglutid 1.8 mg,2018-01-16 17:00:00,2350,1782,568,62,542,2
1,Liraglutid 1.8 mg,2018-01-16 18:00:00,3940,3996,-56,84,448,2
1,Liraglutid 1.8 mg,2018-01-16 19:00:00,9194,9072,122,80,574,2
1,Liraglutid 1.8 mg,2018-01-16 20:00:00,4078,3942,136,63,972,2
1,Liraglutid 1.8 mg,2018-01-16 21:00:00,9472,9396,76,74,1530,2
1,Liraglutid 1.8 mg,2018-01-16 22:00:00,8605,8532,73,8,3184,2
1,Liraglutid 1.8 mg,2018-01-16 23:00:00,7039,7236,-197,56,666,2
1,Liraglutid 1.8 mg,2018-01-17 00:00:00,7809,7506,303,67,644,2
1,Liraglutid 1.8 mg,2018-01-17 01:00:00,7554,7560,-6,129,846,2
1,Liraglutid 1.8 mg,2018-01-17 02:00:00,7187,7074,113,23,438,2
1,Liraglutid 1.8 mg,2018-01-17 07:00:00,5012,5022,-10,60,17168,2
1,Liraglutid 1.8 mg,2018-01-17 08:00:00,9192,9126,66,44,228,2
1,Liraglutid 1.8 mg,2018-01-17 09:00:00,9392,9288,104,102,498,2
1,Liraglutid 1.8 mg,2018-01-17 10:00:00,9258,9180,78,73,402,2
1,Liraglutid 1.8 mg,2018-01-17 11:00:00,9454,9450,4,50,480,2
1,Liraglutid 1.8 mg,2018-01-17 12:00:00,8510,8532,-22,77,458,2
1,Liraglutid 1.8 mg,2018-01-17 13:00:00,9832,9720,112,103,830,2
1,Liraglutid 1.8 mg,2018-01-17 14:00:00,8339,8208,131,64,360,2
1,Liraglutid 1.8 mg,2018-01-17 15:00:00,7788,7938,-150,92,812,2
1,Liraglutid 1.8 mg,2018-01-17 16:00:00,8330,8154,176,49,1186,2
1,Liraglutid 1.8 mg,2018-01-17 17:00:00,9683,9558,125,87,648,2
1,Liraglutid 1.8 mg,2018-01-17 18:00:00,10022,9936,86,55,366,2
1,Liraglutid 1.8 mg,2018-01-17 19:00:00,8372,8316,56,70,312,2
1,Liraglutid 1.8 mg,2018-01-17 20:00:00,8631,8532,99,68,870,2
1,Liraglutid 1.8 mg,2018-01-17 21:00:00,9556,9720,-164,99,736,2
1,Liraglutid 1.8 mg,2018-01-17 22:00:00,9708,9450,258,57,506,2
1,Liraglutid 1.8 mg,2018-01-17 23:00:00,1280,1134,146,51,492,2
1,Liraglutid 1.8 mg,2018-01-18 00:00:00,924,1080,-156,9,4198,3
1,Liraglutid 1.8 mg,2018-01-18 01:00:00,8939,9018,-79,5,2652,2
1,Liraglutid 1.8 mg,2018-01-18 02:00:00,6544,6372,172,30,326,2
1,Liraglutid 1.8 mg,2018-01-18 03:00:00,8520,8478,42,89,700,2
1,Liraglutid 1.8 mg,2018-01-18 04:00:00,4807,4752,55,30,582,2
1,Liraglutid 1.8 mg,2018-01-18 05:00:00,9188,9180,8,11,3204,2
1,Liraglutid 1.8 mg,2018-01-18 06:00:00,7111,7020,91,38,348,2
1,Liraglutid 1.8 mg,2018-01-18 07:00:00,9071,8910,161,26,30898,2
1,Liraglutid 1.8 mg,2018-01-18 08:00:00,9560,9450,110,44,614,2
1,Liraglutid 1.8 mg,2018-01-18 09:00:00,9171,9018,153,50,508,2
1,Liraglutid 1.8 mg,2018-01-18 10:00:00,4164,4608,-444,61,638,2
1,Liraglutid 1.8 mg,2018-01-18 14:00:00,1826,1242,584,2,1902,2
1,Liraglutid 1.8 mg,2018-01-18 15:00:00,8543,8262,281,1,7234,2
1,Liraglutid 1.8 mg,2018-01-18 16:00:00,8831,8802,29,45,756,2
1,Liraglutid 1.8 mg,2018-01-18 17:00:00,9962,9774,188,39,712,2
1,Liraglutid 1.8 mg,2018-01-18 18:00:00,9216,9180,36,35,388,2
1,Liraglutid 1.8 mg,2018-01-18 19:00:00,9727,9558,169,38,650,2
1,Liraglutid 1.8 mg,2018-01-18 20:00:00,8586,8532,54,42,302,2
1,Liraglutid 1.8 mg,2018-01-18 21:00:00,9582,9450,132,65,648,2
1,Liraglutid 1.8 mg,2018-01-18 22:00:00,9289,9072,217,57,230,2
1,Liraglutid 1.8 mg,2018-01-18 23:00:00,8726,8856,-130,54,570,2.4
1,Liraglutid 1.8 mg,2018-01-19 00:00:00,9471,9234,237,59,788,4
1,Liraglutid 1.8 mg,2018-01-19 01:00:00,10387,10260,127,42,340,4
1,Liraglutid 1.8 mg,2018-01-19 02:00:00,6396,6858,-462,43,244,4
1,Liraglutid 1.8 mg,2018-01-19 03:00:00,5239,4644,595,36,2256,4
1,Liraglutid 1.8 mg,2018-01-19 04:00:00,9450,9288,162,16,1166,4
1,Liraglutid 1.8 mg,2018-01-19 05:00:00,9243,9180,63,59,406,4
1,Liraglutid 1.8 mg,2018-01-19 06:00:00,7880,7938,-58,13,150,4
1,Liraglutid 1.8 mg,2018-01-19 07:00:00,7138,7074,64,71,688,4
1,Liraglutid 1.8 mg,2018-01-19 08:00:00,6718,6426,292,45,1536,4
1,Liraglutid 1.8 mg,2018-01-19 09:00:00,8819,8856,-37,44,752,4
1,Liraglutid 1.8 mg,2018-01-19 10:00:00,10480,10314,166,115,544,4
1,Liraglutid 1.8 mg,2018-01-19 11:00:00,10044,9936,108,27,212,4
1,Liraglutid 1.8 mg,2018-01-19 12:00:00,7707,7614,93,43,240,4
1,Liraglutid 1.8 mg,2018-01-19 13:00:00,6419,6318,101,25,1070,4
1,Liraglutid 1.8 mg,2018-01-19 14:00:00,7240,7128,112,36,1622,4
1,Liraglutid 1.8 mg,2018-01-19 15:00:00,9806,9774,32,74,1148,4
1,Liraglutid 1.8 mg,2018-01-19 16:00:00,8260,8154,106,41,418,4
1,Liraglutid 1.8 mg,2018-01-19 17:00:00,8636,8694,-58,46,838,4
1,Liraglutid 1.8 mg,2018-01-19 18:00:00,8108,7938,170,124,770,4
1,Liraglutid 1.8 mg,2018-01-19 19:00:00,8059,8046,13,32,746,4
1,Liraglutid 1.8 mg,2018-01-19 20:00:00,10016,9828,188,78,820,4
1,Liraglutid 1.8 mg,2018-01-19 21:00:00,1286,1350,-64,86,344,4
1,Liraglutid 1.8 mg,2018-01-19 22:00:00,6667,6750,-83,16,3244,4
1,Liraglutid 1.8 mg,2018-01-20 06:00:00,680,486,194,33,1308,4
1,Liraglutid 1.8 mg,2018-01-20 07:00:00,6944,6912,32,20,1364,4
1,Liraglutid 1.8 mg,2018-01-20 08:00:00,8992,8910,82,80,1018,4
1,Liraglutid 1.8 mg,2018-01-20 09:00:00,9608,9612,-4,99,436,4
1,Liraglutid 1.8 mg,2018-01-20 10:00:00,9348,9234,114,72,304,4
1,Liraglutid 1.8 mg,2018-01-20 11:00:00,7512,7398,114,59,512,4
1,Liraglutid 1.8 mg,2018-01-20 12:00:00,8806,8694,112,72,934,4
1,Liraglutid 1.8 mg,2018-01-20 13:00:00,8579,8532,47,57,240,4
1,Liraglutid 1.8 mg,2018-01-20 14:00:00,7367,7848,-481,63,780,4
1,Liraglutid 1.8 mg,2018-01-21 06:00:00,1958,1296,662,32,536,4
1,Liraglutid 1.8 mg,2018-01-21 07:00:00,4321,4320,1,3,60,4
1,Liraglutid 1.8 mg,2018-01-21 08:00:00,8972,8910,62,48,1662,4
1,Liraglutid 1.8 mg,2018-01-21 09:00:00,8658,8586,72,34,598,4
1,Liraglutid 1.8 mg,2018-01-21 10:00:00,9301,9234,67,49,640,4
1,Liraglutid 1.8 mg,2018-01-21 11:00:00,8820,8748,72,26,398,4
1,Liraglutid 1.8 mg,2018-01-21 12:00:00,7308,7236,72,43,632,4
1,Liraglutid 1.8 mg,2018-01-21 13:00:00,8336,8262,74,68,1332,4
1,Liraglutid 1.8 mg,2018-01-21 14:00:00,3058,3564,-506,39,610,4
1,Detemir Gly (CCH),2018-01-21 15:00:00,710,108,602,16,5350,4
1,Detemir Gly (CCH),2018-01-21 16:00:00,7903,7884,19,3,26,4
1,Detemir Gly (CCH),2018-01-21 17:00:00,9696,9828,-132,50,988,4
1,Detemir Gly (CCH),2018-01-21 18:00:00,10460,10206,254,43,434,4
1,Detemir Gly (CCH),2018-01-21 19:00:00,8981,8910,71,18,322,4
1,Detemir Gly (CCH),2018-01-21 20:00:00,9579,9558,21,42,526,4
1,Detemir Gly (CCH),2018-01-21 21:00:00,7802,7776,26,39,504,4
1,Detemir Gly (CCH),2018-01-21 22:00:00,8940,8802,138,81,620,4.33333333333333
1,Detemir Gly (CCH),2018-01-21 23:00:00,9735,9720,15,56,550,5
1,Detemir Gly (CCH),2018-01-22 00:00:00,9687,9666,21,49,326,5
1,Detemir Gly (CCH),2018-01-22 01:00:00,10080,9936,144,32,482,5
1,Detemir Gly (CCH),2018-01-22 02:00:00,9850,9774,76,41,210,5
1,Detemir Gly (CCH),2018-01-22 03:00:00,10860,10854,6,48,338,5
1,Detemir Gly (CCH),2018-01-22 04:00:00,10387,10314,73,21,70,5
1,Detemir Gly (CCH),2018-01-22 05:00:00,9472,9450,22,33,220,5
1,Detemir Gly (CCH),2018-01-22 06:00:00,7541,7506,35,61,396,5
1,Detemir Gly (CCH),2018-01-22 07:00:00,8884,8802,82,59,1146,5
1,Detemir Gly (CCH),2018-01-22 08:00:00,10339,10260,79,35,704,5
1,Detemir Gly (CCH),2018-01-22 09:00:00,6091,6048,43,44,268,5
1,Detemir Gly (CCH),2018-01-22 10:00:00,8579,8640,-61,33,1822,5
1,Detemir Gly (CCH),2018-01-22 11:00:00,9106,8964,142,51,550,5
1,Detemir Gly (CCH),2018-01-22 12:00:00,3313,3294,19,75,650,5
1,Detemir Gly (CCH),2018-01-22 13:00:00,8931,8856,75,52,2466,5
1,Detemir Gly (CCH),2018-01-22 14:00:00,9140,9072,68,48,402,5
1,Detemir Gly (CCH),2018-01-22 15:00:00,9892,9774,118,22,114,4.5
1,Detemir Gly (CCH),2018-01-22 16:00:00,6486,7038,-552,25,496,4
1,Detemir Gly (CCH),2018-01-22 18:00:00,9440,9072,368,40,744,3
1,Detemir Gly (CCH),2018-01-22 19:00:00,10560,10368,192,22,564,3
1,Detemir Gly (CCH),2018-01-22 20:00:00,10412,10368,44,22,9008,3
1,Detemir Gly (CCH),2018-01-22 21:00:00,9668,9666,2,29,230,3
1,Detemir Gly (CCH),2018-01-22 22:00:00,6852,6804,48,12,438,4
1,Detemir Gly (CCH),2018-01-22 23:00:00,10580,10530,50,57,722,4
1,Detemir Gly (CCH),2018-01-23 00:00:00,1900,1890,10,20,150,4
1,Detemir Gly (CCH),2018-01-23 01:00:00,5024,4860,164,37,3298,4
1,Detemir Gly (CCH),2018-01-23 02:00:00,8816,8910,-94,39,494,4
1,Detemir Gly (CCH),2018-01-23 03:00:00,9524,9504,20,35,486,4
1,Detemir Gly (CCH),2018-01-23 04:00:00,10164,9990,174,76,598,4
1,Detemir Gly (CCH),2018-01-23 05:00:00,9176,9180,-4,25,920,4
1,Detemir Gly (CCH),2018-01-23 06:00:00,9180,9180,0,76,826,4
1,Detemir Gly (CCH),2018-01-23 07:00:00,1100,1296,-196,23,124,4
1,Detemir Gly (CCH),2018-01-23 10:00:00,108,0,108,24,808,4
1,Detemir Gly (CCH),2018-01-23 12:00:00,16,0,16,15,1410,4
1,Detemir Gly (CCH),2018-01-23 13:00:00,584,702,-118,63,3450,4
1,Detemir Gly (CCH),2018-01-23 14:00:00,8,0,8,3,15754,4
1,Detemir Gly (CCH),2018-01-23 15:00:00,32,0,32,78,362,4
1,Detemir Gly (CCH),2018-01-23 16:00:00,12,0,12,35,2014,4
1,Detemir Gly (CCH),2018-01-23 17:00:00,36,0,36,25,302,4
1,Detemir Gly (CCH),2018-01-23 18:00:00,248,216,32,47,538,4
1,Detemir Gly (CCH),2018-01-23 19:00:00,260,216,44,100,458,4
1,Detemir Gly (CCH),2018-01-23 20:00:00,6232,5994,238,56,582,4
1,Detemir Gly (CCH),2018-01-23 21:00:00,8360,8424,-64,33,368,4
1,Detemir Gly (CCH),2018-01-23 22:00:00,8090,8100,-10,29,398,4.2
1,Detemir Gly (CCH),2018-01-23 23:00:00,8695,8586,109,23,238,5
1,Detemir Gly (CCH),2018-01-24 00:00:00,8051,7884,167,20,474,5
1,Detemir Gly (CCH),2018-01-24 01:00:00,9432,9396,36,30,644,5
1,Detemir Gly (CCH),2018-01-24 02:00:00,10516,10476,40,31,3876,5
1,Detemir Gly (CCH),2018-01-24 03:00:00,9152,9072,80,22,840,5
1,Detemir Gly (CCH),2018-01-24 04:00:00,10046,9990,56,39,676,5
1,Detemir Gly (CCH),2018-01-24 05:00:00,9668,9612,56,23,166,5
1,Detemir Gly (CCH),2018-01-24 06:00:00,9928,9828,100,47,370,4.33333333333333
1,Detemir Gly (CCH),2018-01-24 07:00:00,9004,8964,40,29,214,4
1,Detemir Gly (CCH),2018-01-24 08:00:00,3243,3132,111,68,600,4
1,Detemir Gly (CCH),2018-01-24 09:00:00,9744,9666,78,31,7770,4
1,Detemir Gly (CCH),2018-01-24 10:00:00,8756,8802,-46,83,1374,4
1,Detemir Gly (CCH),2018-01-24 11:00:00,8948,8748,200,77,3488,4
1,Detemir Gly (CCH),2018-01-24 12:00:00,6956,6912,44,43,252,4
1,Detemir Gly (CCH),2018-01-24 13:00:00,7669,8136,-467,63,468,4
1,NovoMix 70 NN2000,2018-01-24 14:00:00,2471,1944,527,74,794,4
1,NovoMix 70 NN2000,2018-01-24 15:00:00,9341,9072,269,56,284,4
1,NovoMix 70 NN2000,2018-01-24 16:00:00,8356,8370,-14,72,944,4
1,NovoMix 70 NN2000,2018-01-24 17:00:00,10216,9990,226,2,4218,4
1,NovoMix 70 NN2000,2018-01-24 18:00:00,8281,8640,-359,25,826,4
1,NovoMix 70 NN2000,2018-01-24 19:00:00,0,18,-18,54,390,4
1,Liraglutid 1.8 mg,2018-01-24 20:00:00,6142,5906,236,29,342,4
1,Liraglutid 1.8 mg,2018-01-24 21:00:00,9808,10302,-494,70,448,4
1,Liraglutid 1.8 mg,2018-01-24 22:00:00,9672,10082,-410,45,1702,4
1,Liraglutid 1.8 mg,2018-01-24 23:00:00,9744,10176,-432,39,432,4
1,Liraglutid 1.8 mg,2018-01-25 00:00:00,9754,10302,-548,28,548,4
1,Liraglutid 1.8 mg,2018-01-25 01:00:00,9568,10046,-478,28,604,4
1,Liraglutid 1.8 mg,2018-01-25 02:00:00,10076,10576,-500,16,216,4
1,Liraglutid 1.8 mg,2018-01-25 03:00:00,6867,7446,-579,28,402,4
1,Liraglutid 1.8 mg,2018-01-25 04:00:00,8736,8963,-227,61,616,4
1,Liraglutid 1.8 mg,2018-01-25 05:00:00,9648,9921,-273,35,1728,4
1,Liraglutid 1.8 mg,2018-01-25 06:00:00,9360,10022,-662,43,552,4
1,Liraglutid 1.8 mg,2018-01-25 07:00:00,7199,7762,-563,11,3780,4
1,Liraglutid 1.8 mg,2018-01-25 08:00:00,9317,9920,-603,46,604,4
1,Liraglutid 1.8 mg,2018-01-25 09:00:00,8794,9614,-820,39,512,4
1,Liraglutid 1.8 mg,2018-01-25 10:00:00,9814,10516,-702,21,360,4
1,Liraglutid 1.8 mg,2018-01-25 11:00:00,9824,10382,-558,19,2456,4
1,Liraglutid 1.8 mg,2018-01-25 12:00:00,7892,8700,-808,44,1324,4
1,Liraglutid 1.8 mg,2018-01-25 13:00:00,8032,8646,-614,26,3244,4
1,Liraglutid 1.8 mg,2018-01-25 14:00:00,7512,8274,-762,24,462,3.33333333333333
1,Liraglutid 1.8 mg,2018-01-25 15:00:00,10124,10788,-664,29,322,3
1,Liraglutid 1.8 mg,2018-01-25 16:00:00,8939,9880,-941,43,240,3
1,Liraglutid 1.8 mg,2018-01-25 17:00:00,8098,8856,-758,24,306,3
1,Liraglutid 1.8 mg,2018-01-25 18:00:00,9920,10518,-598,46,510,3
1,Liraglutid 1.8 mg,2018-01-25 19:00:00,9292,9998,-706,21,338,3
1,Liraglutid 1.8 mg,2018-01-25 20:00:00,9888,10394,-506,51,1642,3
1,Liraglutid 1.8 mg,2018-01-25 21:00:00,9786,10344,-558,90,818,3
1,Liraglutid 1.8 mg,2018-01-25 22:00:00,9051,9660,-609,2,4304,3
1,Liraglutid 1.8 mg,2018-01-25 23:00:00,10066,10546,-480,31,1030,3
1,Liraglutid 1.8 mg,2018-01-26 00:00:00,8236,8718,-482,32,808,3
1,Liraglutid 1.8 mg,2018-01-26 01:00:00,9388,10022,-634,38,478,3
1,Liraglutid 1.8 mg,2018-01-26 02:00:00,7907,8538,-631,36,550,3
1,Liraglutid 1.8 mg,2018-01-26 03:00:00,1708,1938,-230,25,648,3
1,Liraglutid 1.8 mg,2018-01-26 07:00:00,6416,6591,-175,22,2680,3
1,Liraglutid 1.8 mg,2018-01-26 08:00:00,8416,8562,-146,22,282,3
1,Liraglutid 1.8 mg,2018-01-26 09:00:00,8132,8162,-30,23,142,3
1,Liraglutid 1.8 mg,2018-01-26 10:00:00,9032,9110,-78,32,856,3
1,Liraglutid 1.8 mg,2018-01-26 11:00:00,7368,7539,-171,42,1804,3
1,Liraglutid 1.8 mg,2018-01-26 12:00:00,9391,9432,-41,60,444,3
1,Liraglutid 1.8 mg,2018-01-26 13:00:00,8808,8914,-106,44,342,3
1,Liraglutid 1.8 mg,2018-01-26 14:00:00,9604,9740,-136,75,546,3
1,Liraglutid 1.8 mg,2018-01-26 15:00:00,9275,9395,-120,40,246,3
1,Liraglutid 1.8 mg,2018-01-26 16:00:00,10444,10479,-35,39,420,3
1,Liraglutid 1.8 mg,2018-01-26 17:00:00,9332,9464,-132,41,294,3
1,Liraglutid 1.8 mg,2018-01-26 18:00:00,9172,9199,-27,83,408,3
1,Liraglutid 1.8 mg,2018-01-26 19:00:00,9547,9600,-53,5,10,3
1,Liraglutid 1.8 mg,2018-01-26 20:00:00,8960,9095,-135,40,646,3
1,Liraglutid 1.8 mg,2018-01-26 21:00:00,9628,9665,-37,46,826,3
1,Liraglutid 1.8 mg,2018-01-26 22:00:00,9836,9980,-144,62,1496,3
1,Liraglutid 1.8 mg,2018-01-26 23:00:00,9344,9412,-68,107,1264,3
1,Liraglutid 1.8 mg,2018-01-27 00:00:00,8196,8335,-139,79,730,3
1,Liraglutid 1.8 mg,2018-01-27 01:00:00,7788,7895,-107,52,594,3
1,Liraglutid 1.8 mg,2018-01-27 02:00:00,5609,5796,-187,29,356,3
1,Liraglutid 1.8 mg,2018-01-27 03:00:00,5980,6091,-111,26,250,3
1,Liraglutid 1.8 mg,2018-01-27 04:00:00,7291,7450,-159,51,540,3
1,Liraglutid 1.8 mg,2018-01-27 05:00:00,8075,8315,-240,72,634,3
1,Liraglutid 1.8 mg,2018-01-27 06:00:00,9196,9165,31,46,334,3
1,Liraglutid 1.8 mg,2018-01-27 07:00:00,9896,9960,-64,64,458,3.5
1,Liraglutid 1.8 mg,2018-01-27 08:00:00,9424,9494,-70,30,204,4
1,Liraglutid 1.8 mg,2018-01-27 09:00:00,9984,10125,-141,31,64,4
1,Liraglutid 1.8 mg,2018-01-27 10:00:00,7572,7632,-60,79,706,4
1,Liraglutid 1.8 mg,2018-01-27 11:00:00,468,584,-116,44,734,4
1,Liraglutid 1.8 mg,2018-01-27 12:00:00,7415,7652,-237,34,58474,4
1,Liraglutid 1.8 mg,2018-01-27 13:00:00,8632,8589,43,53,556,4
1,Liraglutid 1.8 mg,2018-01-27 14:00:00,6876,6707,169,38,546,4
1,Liraglutid 1.8 mg,2018-01-27 22:00:00,1824,1572,252,49,668,4
1,Liraglutid 1.8 mg,2018-01-27 23:00:00,8908,8875,33,46,782,4
1,Liraglutid 1.8 mg,2018-01-28 00:00:00,8204,8233,-29,58,316,4
1,Liraglutid 1.8 mg,2018-01-28 01:00:00,9108,9138,-30,63,896,4
1,Liraglutid 1.8 mg,2018-01-28 02:00:00,2628,2979,-351,1,2326,4
1,Liraglutid 1.8 mg,2018-01-28 03:00:00,7971,7668,303,44,310,4
1,Liraglutid 1.8 mg,2018-01-28 04:00:00,8884,8802,82,25,1302,4
1,Liraglutid 1.8 mg,2018-01-28 05:00:00,9563,9504,59,36,256,4
1,Liraglutid 1.8 mg,2018-01-28 06:00:00,8349,8190,159,42,1248,4
1,Liraglutid 1.8 mg,2018-01-28 07:00:00,9872,9882,-10,41,366,4
1,Liraglutid 1.8 mg,2018-01-28 08:00:00,10092,10044,48,53,380,4
1,Liraglutid 1.8 mg,2018-01-28 09:00:00,10036,9990,46,61,190,4
1,Liraglutid 1.8 mg,2018-01-28 10:00:00,9896,10044,-148,52,316,4
1,Liraglutid 1.8 mg,2018-01-28 11:00:00,10388,10098,290,65,836,4
1,Liraglutid 1.8 mg,2018-01-28 12:00:00,10072,9990,82,63,488,4
1,Liraglutid 1.8 mg,2018-01-28 13:00:00,8936,9126,-190,62,1280,4
1,Liraglutid 1.8 mg,2018-01-28 14:00:00,8928,8640,288,64,2838,4
1,Liraglutid 1.8 mg,2018-01-28 15:00:00,7226,7398,-172,59,392,4
1,Liraglutid 1.8 mg,2018-01-28 16:00:00,1807,1620,187,59,586,4
1,Liraglutid 1.8 mg,2018-01-28 17:00:00,9560,9504,56,57,584,4
1,Liraglutid 1.8 mg,2018-01-28 18:00:00,9180,9180,0,52,446,4
1,Liraglutid 1.8 mg,2018-01-28 19:00:00,9068,8910,158,108,406,4
1,Liraglutid 1.8 mg,2018-01-28 20:00:00,9460,9396,64,40,396,4
1,Liraglutid 1.8 mg,2018-01-28 21:00:00,9771,9774,-3,54,302,4
1,Liraglutid 1.8 mg,2018-01-28 22:00:00,9668,9612,56,64,798,4
1,Liraglutid 1.8 mg,2018-01-28 23:00:00,10099,10044,55,50,796,4
1,Liraglutid 1.8 mg,2018-01-29 00:00:00,8656,8586,70,101,710,4
1,Liraglutid 1.8 mg,2018-01-29 01:00:00,7586,7506,80,33,630,4
1,Liraglutid 1.8 mg,2018-01-29 02:00:00,8720,8694,26,39,322,4
1,Liraglutid 1.8 mg,2018-01-29 03:00:00,9166,9126,40,47,294,4
1,Liraglutid 1.8 mg,2018-01-29 04:00:00,9696,9666,30,41,898,4
1,Liraglutid 1.8 mg,2018-01-29 05:00:00,9344,9234,110,55,2704,4
1,Liraglutid 1.8 mg,2018-01-29 06:00:00,7412,7398,14,47,688,4
1,Liraglutid 1.8 mg,2018-01-29 07:00:00,2699,2538,161,31,1508,4
1,Liraglutid 1.8 mg,2018-01-29 08:00:00,8508,8478,30,43,546,4
1,Liraglutid 1.8 mg,2018-01-29 09:00:00,5656,5670,-14,13,3654,4
1,Liraglutid 1.8 mg,2018-01-29 10:00:00,8720,8586,134,20,418,4
1,Liraglutid 1.8 mg,2018-01-29 11:00:00,5076,5022,54,57,1680,4
1,Liraglutid 1.8 mg,2018-01-29 12:00:00,4576,4590,-14,54,582,4
1,Liraglutid 1.8 mg,2018-01-29 13:00:00,5648,5400,248,5,3462,4
1,Liraglutid 1.8 mg,2018-01-29 14:00:00,9312,9288,24,23,670,4
1,Liraglutid 1.8 mg,2018-01-29 15:00:00,610,684,-74,51,1240,4
1,Liraglutid 1.8 mg,2018-01-29 16:00:00,8667,8478,189,35,488,4
1,Liraglutid 1.8 mg,2018-01-29 17:00:00,7105,7074,31,59,1074,4
1,Liraglutid 1.8 mg,2018-01-29 18:00:00,9739,9612,127,43,960,4
1,Liraglutid 1.8 mg,2018-01-29 19:00:00,7480,7398,82,50,592,4
1,Liraglutid 1.8 mg,2018-01-29 20:00:00,6631,6480,151,81,712,4
1,Liraglutid 1.8 mg,2018-01-29 21:00:00,9098,9018,80,51,434,4
1,Liraglutid 1.8 mg,2018-01-29 22:00:00,8385,8316,69,78,888,4
1,Liraglutid 1.8 mg,2018-01-29 23:00:00,9838,9774,64,43,382,4
1,Liraglutid 1.8 mg,2018-01-30 00:00:00,7706,7668,38,59,458,4
1,Liraglutid 1.8 mg,2018-01-30 01:00:00,9939,9720,219,77,690,4
1,Liraglutid 1.8 mg,2018-01-30 02:00:00,9795,9774,21,82,564,4
1,Liraglutid 1.8 mg,2018-01-30 03:00:00,7491,7398,93,69,476,4
1,Liraglutid 1.8 mg,2018-01-30 04:00:00,8184,8046,138,101,30698,4
1,Liraglutid 1.8 mg,2018-01-30 05:00:00,9183,9126,57,81,354,4
1,Liraglutid 1.8 mg,2018-01-30 06:00:00,5502,5238,264,47,468,4
1,Liraglutid 1.8 mg,2018-01-30 15:00:00,6807,6696,111,19,300,4
1,Liraglutid 1.8 mg,2018-01-30 16:00:00,8392,8316,76,38,464,4
1,Liraglutid 1.8 mg,2018-01-30 17:00:00,3859,3726,133,43,294,4
1,Liraglutid 1.8 mg,2018-01-30 18:00:00,8691,8478,213,42,726,4
1,Liraglutid 1.8 mg,2018-01-30 19:00:00,9535,9504,31,66,788,4
1,Liraglutid 1.8 mg,2018-01-30 20:00:00,8680,8424,256,49,632,4
1,Liraglutid 1.8 mg,2018-01-30 21:00:00,8252,8154,98,53,996,4
1,Liraglutid 1.8 mg,2018-01-30 22:00:00,8783,8694,89,54,1594,4
1,Liraglutid 1.8 mg,2018-01-30 23:00:00,6763,6588,175,29,620,4
1,Liraglutid 1.8 mg,2018-01-31 00:00:00,5951,5886,65,37,658,4
1,Liraglutid 1.8 mg,2018-01-31 01:00:00,9260,9072,188,42,420,4
1,Liraglutid 1.8 mg,2018-01-31 02:00:00,8848,8730,118,57,578,4
1,Liraglutid 1.8 mg,2018-01-31 03:00:00,8871,8748,123,28,710,4
1,Liraglutid 1.8 mg,2018-01-31 04:00:00,9084,8964,120,48,1230,4
1,Liraglutid 1.8 mg,2018-01-31 05:00:00,8604,8370,234,67,3146,3
1,Liraglutid 1.8 mg,2018-01-31 06:00:00,7114,7020,94,7,122,2
1,Liraglutid 1.8 mg,2018-01-31 07:00:00,9119,9180,-61,29,3358,2
1,Liraglutid 1.8 mg,2018-01-31 08:00:00,3004,2700,304,13,172,3
1,Liraglutid 1.8 mg,2018-01-31 09:00:00,9147,9072,75,48,762,3
1,Liraglutid 1.8 mg,2018-01-31 10:00:00,1684,1620,64,70,3240,3
1,Liraglutid 1.8 mg,2018-01-31 11:00:00,7476,7398,78,39,340,3
1,Liraglutid 1.8 mg,2018-01-31 12:00:00,5505,5922,-417,79,1158,3
1,Liraglutid 1.8 mg,2018-01-31 13:00:00,4969,4482,487,69,1868,3
1,Liraglutid 1.8 mg,2018-01-31 14:00:00,6980,6642,338,52,572,3
1,Liraglutid 1.8 mg,2018-01-31 15:00:00,5216,5238,-22,65,536,3
1,Liraglutid 1.8 mg,2018-01-31 16:00:00,8735,8640,95,86,784,3
1,Liraglutid 1.8 mg,2018-01-31 17:00:00,9023,8838,185,61,766,3
1,Liraglutid 1.8 mg,2018-01-31 18:00:00,8108,7992,116,42,468,3
1,Liraglutid 1.8 mg,2018-01-31 19:00:00,8444,8460,-16,51,562,3
1,Liraglutid 1.8 mg,2018-01-31 20:00:00,9247,9036,211,55,798,3
1,Liraglutid 1.8 mg,2018-01-31 21:00:00,8847,8748,99,45,464,3
1,Liraglutid 1.8 mg,2018-01-31 22:00:00,5594,5346,248,53,1198,3
1,Liraglutid 1.8 mg,2018-01-31 23:00:00,7272,7182,90,35,836,3
1,Liraglutid 1.8 mg,2018-02-01 00:00:00,6552,6426,126,26,1892,3
